no,id,message+desc,comments,count_food,count_events,count_nature,count_accommodation,count_attraction,count_others,class_label
0,240054519398747_637904216280440,"Where is it?
Coron, Palawan

How to Get There:
Fly from Manila to Busuanga, then transfer to a van bound for Coron.

What is it?
Coron has some of the best dive sites in the Philippines. It's one of the most beautiful places above water too.

Fun Fact:
Coron has some of the best dive sites in the Philippines. It's one of the most beautiful places above water too.

Photo by / Headline by:
Marcello Di Francesco / Cecile Golez ","Coron, Palawan is very popular for diving :-) ..Island hopping, snorkeling..nice live corals ..$$Wow i love Philippines i love coron Palawan$$I am in Coron right now and love the place! Will be discovering its wonders starting from tomorrow, cant wait :))",0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,433618953473105_438497806318553,"Pink beach is one of the famous tourist destinations in Komodo National Park, featured by the beautiful pink sandy beach, amazing underwater life and stunning panorama surrounding area. ",Thanks for share it to me :)$$Wow I have to visit lombok.$$Thanks for mention (y)$$Not only at komodo island.at Lombok island is also pink beach at  north of lombok for exactly Adhy Alba$$Each time I visited the island over the years there were less fish.,0.0,0.0,2.0,0.0,1.0,0.0,0.0
2,240054519398747_945903642147161,"They say the best way to find your self is to get lost. Well, here are 17 PH destinations that are so beautiful and magical, they may help you find what you’re looking for. 

https://trekeffect.com/travel-blog/17-breathtaking-destinations-to-go-soul-searching-in-the-philippinesAre you looking for inner peace and enlightenment? Then, let your sense of wanderlust take over, and travel to these breathtaking places in the Philippines.","We visited 3 places on this list! :) Yesh Yow Sagada, Banaue and El Nido. Miss these places already. I will go and visit Oslob and Bantayan in January.$$Bantayan Island Cebu . well worth the visit$$I want to explore again in Sagada and Batad.$$We visited 2 of the places on this list. Ron Solis Louella Roldan Dela Cruz Oslob and Bantayan Island in January :)$$I will go one day ML even if it is only for a few days with you before I go on elsewhere!$$We don't know there hearts maybe another Isis coming here pls God Help!$$very nice place to relax
I love it$$Where do u want to get lost my friend  Elijah Smith$$Muhammad Umer. Can we go to these places in the future?$$Sherridan Lee you've pretty much nailed the choices$$18th place is biri island, northern samar.",0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,211783385560749_388014387937647,"Do you know ""Maiko"" and ""Geiko""?
These are the specific names in Kyoto for the profession known as geisha. Maiko is a Geiko in training. Young women serve up to four years on apprenticeship as Maiko. The tradition of covering Maiko's faces with white powder means that they have not yet achieved full status. At some places in Kyoto, you can experience parties or events with Maiko's traditional dance performance, tea ceremony, etc.
 Join the special free English walking tour departing from Tourist Information Center (TIC) of JNTO, if you want to meet Maiko and experience the essence of Kyoto.
It is a limited time offer! For details check;http://www.jnto.go.jp/eng/topics/2012/20120921.pdf
Photo courtesy: Q.Sawami ","I saw them in Gion, Kyoto!!$$I love to visit. My son graduates in Beppu next year..I will come$$I've been reading about maiko and geiko. I would love to see them.$$We coming back to Kyoto next year!",0.0,1.0,0.0,1.0,0.0,0.0,0.0
4,67558139928_10152082617634929,Bali's spectacular bamboo village sets new heights for barefoot luxury #WonderfulIndonesiaNestled among the lush forests of Bali is one of the island's most remarkable villages: http://cnn.it/JrTg9K,"See Bali for less....Know where to go and get discounts too when you carry our card. www.besttripadvice.com. Great Picture!$$Bali is a wonderful island..Proud to be a balinese$$Surabaya zoo is concentration camp for animals, please shut it down! http://www.change.org/petitions/dr-susilo-bambang-yudhoyono-close-surabaya-zoo$$http://www.dailymail.co.uk/news/article-2529589/Worlds-cruellest-zoo-Shackled-elephants-starving-camels-150-pelicans-crammed-one-cage-death-toll-rises-daily.html",0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,240054519398747_947118918692300,"If this waterfall amuses you, then it lives up to its name. This is Aliw Falls in Bgy. San Salvador, Laguna, shared to us by Apa Azores. Click on the link to find out more about it and if you’ve got your own PH photos to share, send it to us for a chance to get featured! 

http://thelostkids.ph/2015/10/26/aliw-falls-more-than-a-sidetrip/ ","When we go to Hulugan falls Our guide told us that aliw falls is not part of brgy san salvador thats the reason why they cannot accommodate tourist who wants to go to there.$$Naghahanap  ng parttime/fulltime i need 3 boys,3 girls this  week for company  expansion
Preferably baguio city/manila area only!!
18 years  old above w/or w/out experience as long as willing to be trained! If interested  message  me now or contact  at
# 09501674500
    09357538879$$Very beautiful.hope I can go and see it when I come back to the Philippines$$Where exactly in Laguna does this falls located?$$this is one place that I want to visit one of  this days.beautiful$$It's amazing...the whole country is full of wonders eh?$$Aliw Falls is currently closed for visitors.$$Beautiful . God Bess you for sharing , The Philippines .Thank you. 
  Good Afternoon from NYC , USA, 12:52 Pm & Good night , Sweet dreams in the Philippines . Take care.$$beautiful Philippines with beautiful ppl$$Looks like our Bridal FALLs here in Washington State$$Thanks for sharing,this beautiful place in Philippines.$$So,  what town of Laguna does it really belong to ?",0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,240054519398747_692251634179031,"It's more fun here -- why even the folks from Bermuda know it, citing ""warm weather, friendly people and cheap food"" as some of the reasons. Check out The Royal Gazette's feature on the Philippines last May. Share this with friends abroad and share the pride!   

http://www.royalgazette.com/article/20130522/ISLAND06/705229975Bermuda resident Martin Grznar first caught the travel bug while working in Switzerland during his 20s. Up until that time he was the type to travel by booking months in advance and scheduling all his hotels and tours through a travel agency. But after seeing how people in Western Europe were prone…",Thanks for sharing ur experienced from my country the Philippines ..hope u can tell to ur friends to visit our country...mabuhay$$The smallest monkey in the world is found in the philippines called tarsier thats why we proud our country for the beauty spots.$$Where is the bermuda place???$$Let's have lunch on the river boat,1.0,0.0,0.0,2.0,0.0,0.0,0.0
7,240054519398747_1002284669842391,"Traveler Christian Leblanc traveled Southeast Asia and proclaimed the PH as his favorite country. He shows us why and how in this entertaining video. Click on the link and share it with your friends abroad!

https://www.youtube.com/watch?v=g-7RK9cmXis&feature=youtu.beTHIS IS MY FAVOURITE COUNTRY I HAVE EVER TRAVELED! You simply must put the Philippines on your bucket list. The most beautiful landscapes and the most incred...","It is for sure my favorite country as well. I think they are very good people and I just returned Sunday from Bago city had a great time again being my fifth time in the country. Michael is right Negros Occidental is a great island with plenty to do and see I can't wait for next year to go again$$I do think that whale sharks eat planktons and they are not meant to be fed by humans though! It's a pity that you never reach the Occidental side of Negros. There is so much to see, but hey, there is always a next time!$$Great and it's amazing Video , Iam very Proud to See and Watch this again ....😀$$Amazing experience you had 😀😀$$Candice Ong Huixin this is why",0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,211783385560749_111000855743155,"Check out our monthly web magazine, “A Town of Myths – the Story of “Yokagura of Takachiho” in Kyushu”
http://www.jnto.go.jp/eng/indepth/exotic/JapanesQue/1212/kagura.htmlHome > Japan In-depth > JAPAN Monthly Web Magazine > A Town of Myths – the Story of “Yokagura of Takachiho” in Kyushu",You can help raise awareness so this can stop. Thanks. https://www.facebook.com/ricobarrysdolphinproject?ref=ts&fref=ts,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,340785907491_343678042359281,"This weekend's rain brought an end to Seoul's cherry blossom season, but the photos and memories still remain. ^ ^ Click here for photos of the blossoms taken last week in Children's Grand Park!Cherry Blossom Outing #1. Children’s Grand Park","Wow! I love it very much and wanna share it, thanks KTO. I love your site very much.<3<3$$is there any place in seoul to see cherry blossom? thanks ^^$$Thanks Korea tourism... I was able to see cherry blossom at jeju island on 6 April. And also able ski at Yongpyong.... $$Hi Monique, the rain and wind this weekend knocked most of the cherry blossoms off the trees. We've seen an occasional tree with a few blossoms still hanging on, but for the most part they're done for the year. :($$ok. thanks. i went to the yeouido festival and saw them.",0.0,0.0,3.0,1.0,2.0,0.0,0.0
