no,id,message+desc,comments,count_food,count_events,count_nature,count_accommodation,count_attraction,count_others,class_label
2938,114979501871035_688789527823360,"For when you need some zen time in #HongKong, there’s the Nan Lian Garden. http://bit.ly/1k6sF1h

Check out our Instagram page for more cool Hong Kong photos http://bit.ly/REwHTf ",Is this place in hong kong???$$Been here last monday.. very beautiful preserved garden looks like your visiting china.. come and visit nan liang garden and chi lin nunnery#no entrance fee#7am-9pm#no food & drinks#$$Nice place for a walk and a vegetarian meal.$$I' ve been there last year at 25 of december..such a nice place..good for relaxation..very solemn with a clean soroundings awesome..i <3 this place very much..;)$$Hopefully by next year see u then...,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2939,67558139928_10154804939569929,Struggling for beauty is truly a journey worth taking. Start off your new year by hiking to the top of Mt. Kelimutu on Flores island in East Nusa Tenggara to witness an astounding view of the sunrise at the break of dawn. #WonderfulIndonesiaMt Kelimutu National Park is the smallest among six national parks in the stretch between Bali and the Nusa Tenggara islands. Its size obviously does not matter much when it offers one of the most spectacular wonders that nature has to offer. There are three lakes on the mountain sharing the same na...,"Is there anyone else who  likes  the vacationing that this article talks about,as much as me ?",0.0,0.0,5.0,0.0,2.0,0.0,0.0
2940,225524117535380_920296711391447,"11 Things Learned Staying At The SGD 2,000 Per Night Suite at Pan Pacific Singapore

You have a SAUNA in your room? What!?!?!

http://www.thesmartlocal.com/read/pan-pacific-singaporeHere are 11 things we learned from Pan Pacific Singapore, staying at one of the nicest hotel rooms in the country. #4 will make your jaw drop.","Check out things ""learned"" during a fancy staycation 😂Nessa",0.0,0.0,0.0,6.0,0.0,0.0,0.0
2941,240054519398747_417822118288652,"In Gasan, Marinduque, they have three islands called the Tres Reyes Islands. Each island is named after the three kings of the nativity – Gaspar, Melchor, and Baltazar and they have great white sand beaches. 

Photo of Tres Reyes Islands taken from clickthecity.com ",Hi Tiffanie Glaze...check this out..this is in Marinduque..$$Naming islands. More fun in the Philippines! :-)$$would love to go from one island to another in one day...i wonder if camping is allowed on any of the islands...$$guard them china will occupy it and declare they owned it,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2942,67558139928_10154410863954929,Come and watch the festive music show as part of Lake Toba Independence Day Carnival in Parapat which four to five hours from Medan by car. http://bit.ly/2b5q8Hg #WonderfulIndonesia ,who else really gets this ?$$This is good information!$$Monsters https://www.facebook.com/groups/animallawc/permalink/10157312877190506/,0.0,2.0,1.0,0.0,0.0,0.0,0.0
2943,240054519398747_815795251824668,"Spotted in Regent Street, London: a cab that appears livelier than the rest, courtesy of our Visit the Philippines 2015 ad!  Kudos to Joseph A. Samson for sending this photo! Seen our ads in your part of the globe? Snap, share and we'll show them to the world! ","I LOVE PHILIPPINES BUT I LOVE LONDON TOO ...:-)$$An improvement on the norm black cab .. Way to go .. terry$$yeah right. Philippines airport is no longer a worst airport$$It's More Fun in the Philippines Campaign at City Hall, Seoul, South Korea!$$Catherine Lehew, Debbie Falardeau-Bailey, Linda Falardeau Hector, Cookie Toelle Remedios,,,,,come and visit the Philippines! :-)",0.0,2.0,0.0,1.0,0.0,0.0,0.0
2944,67558139928_254589164634650,"Bali closed on Nyepi Day, Friday 23 March 2012On Nyepi day  – the day for meditation and absolute silence in Bali, - which this year falls on Friday, 23 March, the entire island of Bali will be closed for 24 hours to all traffic, including air traffic. In keeping with the strict traditions of the holy day, Bali grinds to an absolute...",Great awesome day. But in the night. So scare so dark so quiet. But so peaceful. :)$$Don't you just love this....'Bali closed' --- love it! beats Earth hour!,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2945,67558139928_10153693802069929,"Unsure with how you can get more points to increase your chance at winning the trip to Bali, Indonesia?

Just invite your friends to create their first Wish List (5 points) after you or just share your Wish List at https://discover.indonesia.travel/ and get them to 'Like' (1 Point) it!

As simple as that! #DiscoverWonderfulIndonesia ","https://www.youtube.com/watch?v=ajDz8NPI18s$$Lampung culinary resto, just a mouth away....cikwo resto bandar lampung with a special milkycoco fish soup ! Gulai taboh iwa tapa ! Come !$$SATE HADORI
""THE LEGEND SATAY SINCE 1952 AT BANDUNG""
West Java. Indonesia

Sate Kambing Hadori can be regarded as a living legend in the culinary specialties of Bandung that still exist today. So do not be surprised if this sate echo has echoed to the entire city of Bandung, even outside the city. So famous, to the extent that there is an anecdote that later developed in the community Bandung that if there are people named Hadori it will be then referred to as a handyman satay. Sate Kambing Hadori certainly have not name any names, but typical culinary symbol and at the same time struggle to exist.

Sate kambing is part of the cuisine of Indonesia, Singapore, and Malaysia. It is very popular in the country, especially in Java. Sate kambing is the Indonesian name for mutton satay, since it is made of goat meat. This food is made by roasting goat meat that has been mixed with seasoning. A set of Sate Kambing usually consists of the satay itself, complemented by a sauce made of soya sauce or peanut sauce. Some people eat it with rice while others prefer to eat it with traditional rice box named lontong or ketupat. In some areas sate kambing is sold together with another popular food named gule kambing (goat soup). Sate can also be made by other meat e.g. meat of buffalo, chicken, fish, and others.

Clearly, if a culinary tour in the city of Bandung, do not miss to stop by the Sate Hadori

SATE HADORI
Address : Jl.Stasiun Timur No.11-12 Stasiun Hall, Bandung, West Java. Indonesia
Phone : +6282217045799 - +6289505799621
E-mail : satehadorie@gmail.com
Twitter : @SateHadori
Instagram (@satehadori)
FB Fan Page : Sate Hadori Stasiun Bandung

#SateHadorihttps://www.youtube.com/watch?v=7eA1PSCUB7U",0.0,3.0,0.0,0.0,0.0,0.0,0.0
2946,240054519398747_790583257679201,"And he's finally here!! Welcome to the Philippines, Pope Francis! #PopeFrancisPH

http://www.rappler.com/specials/pope-francis-ph/80877-pope-francis-arrival-manila(UPDATED) The charismatic pontiff begins his packed 5-day visit to the Philippines, a predomi tly Catholic nation battered by disasters and beset with poverty and corruption","Thousands? There are at LEAST 2,000,000 along the route he is taking right now.$$They are 40-50 persons deep all along the route, on both sides of the roads taken. You can cram 1000 people in a pretty small space.$$Philippines loves you Pope Francis... welcome to our native land!$$God Bless and guide you !!$$Lucky huever can get his skull cap :-D$$Welcome to the Philippines beloved Pope Francis!$$WC pope Francis we love you$$Welcome Pope Francis! Yes, it's more FuN and WINDY here in the Phils!$$Welcome to the  Philippines 
Pope Francis",0.0,0.0,0.0,0.0,0.0,1.0,0.0
2947,211783385560749_480210112051407,"Mt. Ryuo Asian Skunk Cabbage Festival <May 25th – June 2nd>

Let’s walk along the Mt. Ryuo top marshland where white arum lily flowers bloom all over. The large breath taking panoramic scene from the mountain ropeway is also impressive. You can have fresh wild grass lunch at mountain station on the top.

Yamanouchi Town http://www.town.yamanouchi.nagano.jp/english.html

Shiga-kogen Highlands Area http://www.jnto.go.jp/eng/location/regional/nagano/sigakougen.html ",this flower the name is lily flower? but its live in water? i think lily flower live in land,1.0,1.0,6.0,0.0,0.0,0.0,0.0
