no,id,message+desc,comments,count_food,count_events,count_nature,count_accommodation,count_attraction,count_others,class_label
5876,225524117535380_773344042753382,"nan[New Post!!] 15 Signs Your Singaporean Boyfriend is Your Soulmate

With this list, you will never again wonder if your boyfriend is truly The One. If your boyfriend does #8, he's a definite keeper.

Follow TheSmartLocal.com and never miss our best posts again!

http://www.thesmartlocal.com/read/singaporean-soulmate","Omg Cheng Jian Jun!!! <3 hehehe omg omg are you THE ONE?! Read it~$$Acceptance is crucial. Just accept the other person as is, with no expectations, the whole package. Don't go living another person's life and never let other people opinions affect you.$$Who comes up with these crap$$Lets see how long it takes the SPG to fight back ...$$Xiao Qing Toh Yi Hui",0.0,0.0,0.0,0.0,0.0,1.0,0.0
5877,114979501871035_972040616164915,We hope you enjoyed the Hong Kong New Year Countdown Celebrations. Happy New Year everybody! See more photos of the stunning fireworks on our Instagram account: http://bit.ly/1YKZQxf ,"Is there any video available? >.< missed the live stream. Hope to watch the throwback$$I didn't not forget one of my memories here in hongkong as part of the spectacular celebration this year 2016.happy new year hongkong and Philippines hopefully coming years I'll bring my family here to witness the happiest moment with amizing fireworks$$Hong Kong's waterfront new year firework is the best....$$Been there it's brilliant sailing between Hong Kong  and kowloon x$$Happy New Year to all my Hong Kong friends, and the tie-wan friends, Hope it is a good one for you all xxxx$$Hi frnd i am pravhas so afhomoch you no some time this time for you nice pcr so & .hong Kong +9977444456130  had tha dleasure of visiting hong Kong mony times and i can say that its . truly a incredhible city i love hong Kong ...♥$$Happy New Year! Look forward to visiting HK and admiring the marvellous skyline again!$$Happy New Year Hongkong!!! Amazing fireworks!!! Great to be part of this awesome spectacle last night...  it's really a wonderful experience with my husband and son...$$Been working for 25 years in hongkong and its really fun to watch the fireworks display held every Chinese new year.$$Had the pleasure of visiting Hong Kong many times and i can say  that its truly a incredible city. Love Hong Kong.$$Happy New Year to all the lovely people of Hong Kong. Miss Hong Kong.$$Hope to witness the firework celebration in Hong Kong 2017$$Happy New year Hong Kong especially to my sister world mortera cabrera. And her daughters Chelsea, jingjing , aurea.$$Hong Kong  is my home town, I was born in Hong Kong, grown up in Hong Kong, and education in Hong Kong. I do pound of in my my life lives in Hong Kong before i came to Canada.  Hong Kong is the most fun city to lies in, because Hong Kong is 24hours open, I really enjoy to grow up with international peoples.  When people's went to Hong Kong after, everyone's fall in love in Hong Kong.  I missing my hometown very much, i did go back to there few year, I will be back to Hong Kong again soon.$$Happy new year Hong Kong and Happy new year world,tq for you firework....so amazing.$$Wish to celebrate New year countdown  in Hong Kong with my whole family$$Love Hong Kong, will be going back at some point this year - Wish the people of Hong Kong a Happy New Year and look forward to the Chinese New Year - Red Fire Monkey.$$Happy New Year to all Hong Kong lovers. I' ve been there several times. The latest was this November 2015. I enjoyed the trip.$$Hong Kong fireworks are really sensational. I was there a couple of times for New Year and it is really happening. Love New Years in Hong Kong$$So nice.wow happy new year to all my friends at hongkong.love mush hongkong.$$Happy New Year Hong Kong..  I miss Starferry..  I miss Aqua luna..I miss Jordan Night market.. I miss Saikung... Hope I will be there again someday!$$Happy new year hong kong wish u all the best",0.0,1.0,0.0,0.0,0.0,0.0,0.0
5878,225524117535380_1254723697948745,"Bangkok is home to the world's FIRST husky cafe, with 23 huskies of different breeds and origins! Huskies are super friendly, and these 23 huskies just want to be your friend.

There is a big play area and the huskies look really healthy and happy as well! Priced at $350 Baht ($15 SGD), your entry ticket also includes a drink and an ice cream cake.

Find out the address and more information here: 
http://thesmartlocal.com/read/bangkok-husky-cafe

Never want to miss a post by us again?
Like TheSmartLocal.com FB Page > Click on ""Liked"" and set Notifications to ""All On""

Model: Audrey Faith and Symone Maria Oei ","them poor huskies!!! they need cooling area by any means - very bad!! please DON'T support!!$$Dillon Tan good reason to go Bangkok; not sure if the clientele is exactly what is represented in the promotional video though.$$Joe Hayes do you suppose there's actuary jobs in Bangkok...?$$Tiffany remember how I found cheap tickets to Bangkok...$$Lim Pei Ying Claire Davidson oh man so many reasons to go Thailand....but those roaches ='($$Nicole Wong the reasons to go to thailand just keep climbing ...$$Daniel Hsu ok i know where i want to travel now HAHAHA$$OMG B, If that's any reason to go BKK, this would be it ! Amanda Wong$$Shiva Chandra there's a dog named ""Momo"" and he's the one in charge..... omfg$$Michael Quach straight out fly with me this april cmonnnnnnnnnn$$Samantha Wong someone would fit right in this place$$Emelia Ebrahim we need to go there to see all the handsome!$$Narissa Twl See thisss!!! Now all the more reason to go!!! 😁😁$$Bunny Jocelyn Andrea - must go next time!!! ❤❤❤$$Rick Tan ah kor, next time u go n see nice or not.. if nice, if i gt chance , i wanna go too. hehex$$Madhu Balasubramanian...next trip is Bangkok!!!! We are going to this husky cafe! <3$$How can the huskies be of different breeds? Husky is a breed, no?$$HI, Can someone please reveal who's the babe in the video?$$Corwin Cheung nevermind the huskies$$Patrick Tjitrosantoso they must feel so hot though T_T",0.0,0.0,0.0,0.0,0.0,1.0,0.0
5879,340785907491_125904654113263,"SPECIAL OFFER FOR MEMBERS OF KTO FANPAGE: 
FREE 2 DAY PASSES to the Annual R-16 B-boy Competition to be held July 3 and 4th!
Email me your full name, passport #, nationality, date of birth and gender before 4 PM Korea time TODAY.  blogkoreaKTO@gmail.com Tickets can be sent WITHIN KOREA or picked up at KTO Headquarters in Seoul.

http://r16korea.com/xe/index ","We've gotten quite a number of email requests for tickets, I'll send your confirmation by the end of the day.  Thanks for all your interest!

Marie$$i'm one of whom you sent them e-mail for tickets unfortunatly i don't live in korea and i love b-boy >.<",0.0,0.0,0.0,0.0,0.0,1.0,0.0
5880,67558139928_199936183349943,"See our trip at Kawah Ijen!Ijen plateau or known as ""Kawah Ijen"" is highly recommended to mountain buffs and hikers. The Plateau was at one time a huge active crater, 134 sq km in area. At the rim itself you have a nice view on the lake. The walk up to the crater rim takes 60-90 minutes. It's pretty steep. The magnificent tur",A tyring walk but really worth it! magnificent,0.0,0.0,2.0,0.0,0.0,0.0,0.0
5881,340785907491_10153423197957492,"Seomjingang Train Village Rail Pension, a once abandoned train converted into a luxurious accommodation for anyone who visits Gokseong in Jeollanam-do province. If you want to try out something new in your next roadtrip out of Seoul, don't forget to check this out! ^_^

For directions & more details, click here ☞ http://bit.ly/1SaSOP4

#Gokseong #TrainVillage #RoadTrip #Special #VisitKorea ",Where can I book this accommodation (in English)?$$Already list on my notes ♡ i so love the ambiance~$$It is my father's home town! I would like to visit sometime~,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5882,67558139928_10152714529274929,THE TRADITIONAL WHALE HUNT of LAMALERA on FLORES http://indonesia.travel/en/destination/623/the-traditional-whale-hunt-of-lamalera-on-flores #WonderfulIndonesia ,"Indonesia has Rich Ocean, without ""foreign pirate ships"". Why kill whale, they can kill so many other small Fishes, or medium fishes, it is better than they end in Seaworld or Aquarium somewhere..$$Whale hunt?....that will stop tourists going there :-($$I'm on the way MOTOTRIP.ASIA to there.. Just now I'm in Riung and tomorrow I will move to Maumere or Larantuka and then already to Lamalera :)$$I think it's only symbolic, no real whale involved anymore. The real whale hunt was never been conducted since they were aware of whale hunt ban. But they still preserve their tradition to select the ones chosen for executing the harpoon, the shamans, etc. Afaik imho",0.0,0.0,0.0,0.0,0.0,1.0,0.0
5883,107026329336542_1118065844899247,"Click 'LIKE' if you are eagerly excited for the High-Speed Rail to commence. ;)

Image by Channel NewsAsia ","3 hours 45 minutes by car from Jurong East to KL only reach Plaza Tol Sungai Besi or Nilai exit, 3 hours 45 minutes from Singapore to reach the heart of KL may be possible but the speed is suicidal.

It is safe to drive considerately and reach the outskirts of KL (Bandar Tasek Selatan, Kajang, etc) from Singapore in 5 hours.",0.0,0.0,0.0,0.0,0.0,1.0,0.0
5884,225524117535380_934468186640966,"This is so scary! 

Fake Chinese bubble tea pearls were found to be made from old tyres, shoe soles etc..A recent report from regional broadcaster Shandong Television has set the internet alight after revealing that one of the country’s favourite drinks may contain leather shoe soles and used tyres. In package for lifestyle programme “Life Help,” a reporter in Qingdao drinks a pearl milk tea from a loc…","The heartless sellers should be convicted and made to eat their own tyre pearls every day in jail.$$This news is taken from Vietnam source. It is sold in Vietnam by the prc 

Not yet happening in Singapore as for now$$Congratulations to Bubble tea fans. What else is new ?????$$Life as we know it has changed forever Evan Savic$$if this is real, these people must have rubbery hearts$$Anthony Jegu Another health food article for you.$$Can't be worse than some of the other crap we feed ourselves... Like Mac's$$Darragh Bernard Gaughran gotta watch out on those bubble teas man$$Tom  you might want to watch out:P Christopher Chen lol$$Jovin Tan Hazelnut milk tea with pearl plz",0.0,0.0,0.0,0.0,0.0,1.0,0.0
5885,225524117535380_1100629806691469,"The Ultimate Crab Feast is back at just $99++ per pair from Monday to Wednesday! (Usual price $75++/pax).
 
Featuring 11 different crab styles, crab lovers can expect 3 totally new dishes: WASABI Salted Egg Yolk Crab, Ginger Broth Crab and Coffee Crab. Also dig into the usual crab favourites such as Black Pepper Crab and Cereal Crab. There're also going to be 3 new types of unlimited oysters.
 
Price:
$99++ per pair (Mon to Wed)
$75++ per pax
 
Ultimate Crab Feast is available from 6pm to 10pm daily and buffet lunch on Sundays. To avoid disappointment, make your reservation at +65 6505 5710 or email dining.prsin@parkroyalhotels.com.  
 
Address: 
PARKROYAL on Beach Road, Singapore
7500 Beach Road, Level 1
 
Model: Kimberly Lauren Wong ","AmuMu thank you for my bdae prezzie in  advance! 😂😂😂$$Serene Chow Carene Sim crab feast? $99++ for 2 on Monday - Wednesday!!$$Eh this year cheaper leh Ng Si Han Liming Koh Edwin Chia$$Alexander Lee bro, were you referring to the lobster buffet we had at the other parkroyal or THIS? This is waaaay cheaper & slightly diff variety.. How how? Still on? Aloyseus Lee Angeline Lee$$Paid review? I honestly could not even say this buffet is of any significant value for any crab lovers. Every pre-cooked crab dish was overcooked, crabs are like malnourished and skinny. Only 2 which were prepared by the chef on the spot were alright, but then there's the long queue. I don't go out of my way to repeat my food experience to others, but this buffet certainly made me go the extra effort. What a total waste of money and time.$$We forgo 2 nights of drinks and go to this?! Kalaivani Magindran$$Gabriel Seah Lynnette Kang Eisen Teo you all like crab? we can do this for our trivia celebration$$Try this sometime ago. My experience is the crab is small and is buffet style. So...$$Crab feast! Shall we? Lloyd Soon$$Sharwn Gill Parvin Singh parv this is known as the chicken of the sea since you only eat chicken 😂😂😂$$Prissy Poh Wednesday. Exclusive for you! Fuck my seafood allergies! We go die together!$$Sherly Poh Mom how arh!!! The price is for 2 people leh!!$$You're welcome, Sarah G Peiwen Yap HAHAHAHAHHA I think you can 吃穷 the restaurant 🙊 and if you need khakis, we're here for you! Heh heh. 🙋🏼$$Harry Sim omg is it a hint dear it came out on my feed when we were just talking abt it$$Clayton Chu Chun Jia omg $99++ for two from mon-wed should we shang. Me craving salted egg yolk crab hehe$$Pls make reservation....Most of the dates fully booked!$$Nick Ah just as we speak.. for the mth?$$Mary Collins with this price no wonder have different flavors of crab 😭💸$$Joelyn Sy ur birthday I treat u this. U wan? U can just eat the Gong only hahahha$$Marilyn Ho interested though not sure until when.. need to call n query$$Lies. The crabs are soft n small. Est 500g-700g. If u think its big. U r wrong..",1.0,0.0,2.0,0.0,0.0,0.0,0.0
