,id,message+desc,class_label,name
0,225524117535380_773344042753382,"nan[New Post!!] 15 Signs Your Singaporean Boyfriend is Your Soulmate

With this list, you will never again wonder if your boyfriend is truly The One. If your boyfriend does #8, he's a definite keeper.

Follow TheSmartLocal.com and never miss our best posts again!

http://www.thesmartlocal.com/read/singaporean-soulmate",,TheSmartLocal.com
1,114979501871035_972040616164915,We hope you enjoyed the Hong Kong New Year Countdown Celebrations. Happy New Year everybody! See more photos of the stunning fireworks on our Instagram account: http://bit.ly/1YKZQxf,2,gph.is
2,225524117535380_1254723697948745,"Bangkok is home to the world's FIRST husky cafe, with 23 huskies of different breeds and origins! Huskies are super friendly, and these 23 huskies just want to be your friend.

There is a big play area and the huskies look really healthy and happy as well! Priced at $350 Baht ($15 SGD), your entry ticket also includes a drink and an ice cream cake.

Find out the address and more information here: 
http://thesmartlocal.com/read/bangkok-husky-cafe

Never want to miss a post by us again?
Like TheSmartLocal.com FB Page > Click on ""Liked"" and set Notifications to ""All On""

Model: Audrey Faith and Symone Maria Oei ",,World's Only Husky Cafe Discovered In Bangkok - Cafe With 23 H...
3,340785907491_125904654113263,"SPECIAL OFFER FOR MEMBERS OF KTO FANPAGE: 
FREE 2 DAY PASSES to the Annual R-16 B-boy Competition to be held July 3 and 4th!
Email me your full name, passport #, nationality, date of birth and gender before 4 PM Korea time TODAY.  blogkoreaKTO@gmail.com Tickets can be sent WITHIN KOREA or picked up at KTO Headquarters in Seoul.

http://r16korea.com/xe/index ",,r16korea.com
4,67558139928_199936183349943,"See our trip at Kawah Ijen!Ijen plateau or known as ""Kawah Ijen"" is highly recommended to mountain buffs and hikers. The Plateau was at one time a huge active crater, 134 sq km in area. At the rim itself you have a nice view on the lake. The walk up to the crater rim takes 60-90 minutes. It's pretty steep. The magnificent tur",3,Visit Indonesia - Official Website for Indonesia Tourism and Travel Information
5,340785907491_10153423197957492,"Seomjingang Train Village Rail Pension, a once abandoned train converted into a luxurious accommodation for anyone who visits Gokseong in Jeollanam-do province. If you want to try out something new in your next roadtrip out of Seoul, don't forget to check this out! ^_^

For directions & more details, click here ☞ http://bit.ly/1SaSOP4

#Gokseong #TrainVillage #RoadTrip #Special #VisitKorea ",4,Photos from Korea Tourism Organization - VisitKorea's post
6,67558139928_10152714529274929,THE TRADITIONAL WHALE HUNT of LAMALERA on FLORES http://indonesia.travel/en/destination/623/the-traditional-whale-hunt-of-lamalera-on-flores #WonderfulIndonesia,5,Photos from Indonesia.Travel's post
7,107026329336542_1118065844899247,"Click 'LIKE' if you are eagerly excited for the High-Speed Rail to commence. ;)

Image by Channel NewsAsia ",,Timeline Photos
8,225524117535380_934468186640966,"This is so scary! 

Fake Chinese bubble tea pearls were found to be made from old tyres, shoe soles etc..A recent report from regional broadcaster Shandong Television has set the internet alight after revealing that one of the country’s favourite drinks may contain leather shoe soles and used tyres. In package for lifestyle programme “Life Help,” a reporter in Qingdao drinks a pearl milk tea from a loc…",,"Fake Chinese bubble tea pearls made from old tyres, shoe soles - report | Hong Kong Free Press"
9,225524117535380_1100629806691469,"The Ultimate Crab Feast is back at just $99++ per pair from Monday to Wednesday! (Usual price $75++/pax).
 
Featuring 11 different crab styles, crab lovers can expect 3 totally new dishes: WASABI Salted Egg Yolk Crab, Ginger Broth Crab and Coffee Crab. Also dig into the usual crab favourites such as Black Pepper Crab and Cereal Crab. There're also going to be 3 new types of unlimited oysters.
 
Price:
$99++ per pair (Mon to Wed)
$75++ per pax
 
Ultimate Crab Feast is available from 6pm to 10pm daily and buffet lunch on Sundays. To avoid disappointment, make your reservation at +65 6505 5710 or email dining.prsin@parkroyalhotels.com.  
 
Address: 
PARKROYAL on Beach Road, Singapore
7500 Beach Road, Level 1
 
Model: Kimberly Lauren Wong ",1,Crab Buffet For Just $99++ Per Pair For You And Bae!
10,340785907491_428267707491,Wandering around Seouls backstreets while munching on a watermelon icecream bar (even though it's dinner time sshhh!),,Timeline Photos
11,340785907491_383760784970220,"If you are visiting Seoul this Sunday, there is a free ticket giveaway being held for foreign visitors for this event! There will be appearances by BIGBANG, Girls’ Generation, IU, Secret, INFINITE, T-ara, Miss A, MBLAQ, Nine Muses, and Tiger JK. Click here for details! K-Collection Fashion Concert to Be Held in Seoul",,Official Site of Korea Tourism Org.: K-Collection Fashion Concert to Be Held in Seoul
12,340785907491_368535883167281,Our French team captured some amazing pictures from the K-Collection in Seoul event yesterday! Enjoy! Défilé Concert K-Collection 2012,,Office du tourisme de Corée - VisitKorea
13,340785907491_10151218658882492,"GAMERS REJOICE!!!
Be the first to know about the upcoming releases, toy with the new consoles and meet the creative minds behind digital innovations at this year’s global game exhibition event, Gameshow.gstar  . Around 434 companies from 31 countries will be participating in the G-STAR 2012 at BEXCO Busan (from 8th Nov to 11th Nov). Some of the major exhibitors include Nexon (Maple Story, Sudden Attack), Gravity Co. (Ragnarok), Blizzard (Diablo, Starcraft, Warcraft), SundayToz (Anipang), Kakao Corp (KakaoTalk) and more!
Events include a job fair, seminar and talks, networking party, game zones (online, arcade, console, mobile, social, PC and interestingly even board games). Also expected are panels, interviews, events, competitions, free stuff. For more info >>> http://bit.ly/PzNm7Y ", ,Timeline Photos
14,240054519398747_640393372698191,"The Apo Reef National Marine Park is the second-largest contiguous coral system in the world. That means it's the perfect place to see turtles, sharks, manta rays, sting rays, sea hawks and colorful tropical fish. No resorts here so bring your camping gear for a cool adventure! Photo taken from dugongdivecenter.com ",3,Timeline Photos
15,114979501871035_665138973521749,"Hong Kong Skyline – Best Vantage Points
Looking at #HongKong Island from the Star Ferry terminal in Tsim Sha Tsui.  The #StarFerry is a great way to view the Hong Kong skyline from a variety of angles. http://bit.ly/1iQZ7mB ",5,Hong Kong Skyline – Best Vantage Points
16,225524117535380_844216718999447,"[NEW!] 10 Predictions For SG100 That Will Blow Your Mind

We have gone a tad bit overboard on the sentimentality and nostalgia and all we do is look back. How about looking forward instead?

Forget SG50. Here's SG100 and 10 predictions for our future that will have you swelling with pride! Yes, there are actually plans for a space station in Changi!

Let this article serve as your crystal ball as you gaze into the future, 50 years from now.

http://www.thesmartlocal.com/read/sg100-predictionsForget SG50. Here\'s SG100 and 10 predictions for our future that will have you swelling with pride! Yes, there are actually plans for a space station in Changi!",,10 Predictions For SG100 That Will Blow Your Mind
