,id,message+desc,class_label,name
0,240054519398747_637904216280440,"Where is it?
Coron, Palawan

How to Get There:
Fly from Manila to Busuanga, then transfer to a van bound for Coron.

What is it?
Coron has some of the best dive sites in the Philippines. It's one of the most beautiful places above water too.

Fun Fact:
Coron has some of the best dive sites in the Philippines. It's one of the most beautiful places above water too.

Photo by / Headline by:
Marcello Di Francesco / Cecile Golez ",,The Philippines's cover photo
1,433618953473105_438497806318553,"Pink beach is one of the famous tourist destinations in Komodo National Park, featured by the beautiful pink sandy beach, amazing underwater life and stunning panorama surrounding area. ",3.0,Timeline Photos
2,240054519398747_945903642147161,"They say the best way to find your self is to get lost. Well, here are 17 PH destinations that are so beautiful and magical, they may help you find what you’re looking for. 

https://trekeffect.com/travel-blog/17-breathtaking-destinations-to-go-soul-searching-in-the-philippinesAre you looking for inner peace and enlightenment? Then, let your sense of wanderlust take over, and travel to these breathtaking places in the Philippines.",,17 Breathtaking Destinations To Go Soul-Searching In The Philippines | Trekeffect
3,211783385560749_388014387937647,"Do you know ""Maiko"" and ""Geiko""?
These are the specific names in Kyoto for the profession known as geisha. Maiko is a Geiko in training. Young women serve up to four years on apprenticeship as Maiko. The tradition of covering Maiko's faces with white powder means that they have not yet achieved full status. At some places in Kyoto, you can experience parties or events with Maiko's traditional dance performance, tea ceremony, etc.
 Join the special free English walking tour departing from Tourist Information Center (TIC) of JNTO, if you want to meet Maiko and experience the essence of Kyoto.
It is a limited time offer! For details check;http://www.jnto.go.jp/eng/topics/2012/20120921.pdf
Photo courtesy: Q.Sawami ",2.0,Timeline Photos
4,67558139928_10152082617634929,Bali's spectacular bamboo village sets new heights for barefoot luxury #WonderfulIndonesiaNestled among the lush forests of Bali is one of the island's most remarkable villages: http://cnn.it/JrTg9K,3.0,CNN
5,240054519398747_947118918692300,"If this waterfall amuses you, then it lives up to its name. This is Aliw Falls in Bgy. San Salvador, Laguna, shared to us by Apa Azores. Click on the link to find out more about it and if you’ve got your own PH photos to share, send it to us for a chance to get featured! 

http://thelostkids.ph/2015/10/26/aliw-falls-more-than-a-sidetrip/ ",3.0,Timeline Photos
6,240054519398747_692251634179031,"It's more fun here -- why even the folks from Bermuda know it, citing ""warm weather, friendly people and cheap food"" as some of the reasons. Check out The Royal Gazette's feature on the Philippines last May. Share this with friends abroad and share the pride!   

http://www.royalgazette.com/article/20130522/ISLAND06/705229975Bermuda resident Martin Grznar first caught the travel bug while working in Switzerland during his 20s. Up until that time he was the type to travel by booking months in advance and scheduling all his hotels and tours through a travel agency. But after seeing how people in Western Europe were prone…",,Reefs waiter travels far and wide | The Royal Gazette:Bermuda Travel
7,240054519398747_1002284669842391,"Traveler Christian Leblanc traveled Southeast Asia and proclaimed the PH as his favorite country. He shows us why and how in this entertaining video. Click on the link and share it with your friends abroad!

https://www.youtube.com/watch?v=g-7RK9cmXis&feature=youtu.beTHIS IS MY FAVOURITE COUNTRY I HAVE EVER TRAVELED! You simply must put the Philippines on your bucket list. The most beautiful landscapes and the most incred...",3.0,HOW TO TRAVEL THE PHILIPPINES
8,211783385560749_111000855743155,"Check out our monthly web magazine, “A Town of Myths – the Story of “Yokagura of Takachiho” in Kyushu”
http://www.jnto.go.jp/eng/indepth/exotic/JapanesQue/1212/kagura.htmlHome > Japan In-depth > JAPAN Monthly Web Magazine > A Town of Myths – the Story of “Yokagura of Takachiho” in Kyushu",,A Town of Myths – the Story of “Yokagura of Takachiho” in Kyushu
9,340785907491_343678042359281,"This weekend's rain brought an end to Seoul's cherry blossom season, but the photos and memories still remain. ^ ^ Click here for photos of the blossoms taken last week in Children's Grand Park!Cherry Blossom Outing #1. Children’s Grand Park",3.0,Official Site of Korea Tourism Org.: Cherry Blossom Outing #1. Children’s Grand Park
10,240054519398747_1003060013098190,"Ready for a little dip? This inviting beach is in Buluan Island. Zamboanga SIbugay. Thanks to Elfie Cayabyab for sharing this with us. If you’ve got your own PH photos to share, send them over and we just might feature it here! ",3.0,Timeline Photos
11,240054519398747_741481099256084,"Where it it? 
Banaue, Ifugao

What is it like? 
The Banaue Rice Terraces are 2,000 year old terraces that were carved into the mountain by the Ifugao people. 

Fun Fact: 
The terraces were built mostly by hand. 

Photo by/Author: 
George Tapan/Rachel Teotico ",3.0,The Philippines's cover photo
12,340785907491_10151748042267492,"East Coast Sunrise at Homigot, Pohang City

Photo by John Steele
Like his page at https://www.facebook.com/JohnSteelePhoto

More attractions in Pohang >> http://bit.ly/ZccTc6 ",,Photos by John Steele
13,225524117535380_1310409385713509,"This is why everyone needs to visit Hokkaido, Japan.Hokkaido is a stunning wonderland filled with gorgeous Sakura, the purest snow and people dressed up as hotdogs. It is the most popular province in Japan, even for Japanese.

This video is beautiful proof why you need to visit Hokkaido at least once in your life.

Read our full travel guide: ""35 Reasons To Visit Hokkaido""
http://thesmartlocal.com/read/visit-sapporo-hokkaido

Subscribe to our video channel and never miss another video of ours again!
https://www.youtube.com/user/TheSmartLocal",,TheSmartLocal.com
14,211783385560749_815836431822105,"Today’s photo is Gokayama, Nanto City, Toyama Prefecture.

Winter and spring, two different season view.
The houses in the Gokayama area are built in the style called “Gassho-zukuri'” same as Shirakawago, and both villages are designated a UNESCO World Cultural Heritage Site in 1995.
Winter has gone shortly and spring will come soon. 
Why don’t you explore this serene rural countryside?! 

Related Information;
http://www.jnto.go.jp/eng/location/regional/toyama/gokayama.html
http://www.tabi-nanto.jp/en/
https://www.jnto.go.jp/eng/location/rtg/pdf/pg-402.pdf
https://www.city.nanto.toyama.jp/webapps/www/english/welcome.html
http://www.jnto.go.jp/eng/indepth/scenic/worldheritage/c_3_shirakawa.html ",5.0,Photos from Visit Japan International's post
15,340785907491_10154246348082492,"Things to do at #Hangang this #Summer! 😍 💦 From the all-time favorite #BanpoBridge Rainbow Fountain to beautiful nightscape at #SomeSevit or the outdoor #swimmingpools and water #playgrounds, there are many things you could see and do right here from day to night! Tag your friends whom you wish to #VisitKorea with for any of these! 👇

Read full article ☞ bit.ly/29xfWD9 ",5.0,Photos from Korea Tourism Organization - VisitKorea's post
16,240054519398747_617028238368038,"Where is it?
El Nido, Palawan

How to Get There:
""Fly from Manila to El Nido.

Or fly from Manila to Puerto Princesa, then take a bus to El Nido.""

What is it?
El Nido, Palawan has one of the most diverse and highly protected ecosystems in the country. It is known for its unique flora and fauna, and towering geological limestone formations.

Fun Fact:
El Nido has 50 white sand beaches for you to choose from, and 813 species of fish for you to meet.

Photo by / Headline by:
Miguel Teotico / Rachel Teotico ",3.0,The Philippines's cover photo
17,240054519398747_617028238368038,"Where is it?
El Nido, Palawan

How to Get There:
""Fly from Manila to El Nido.

Or fly from Manila to Puerto Princesa, then take a bus to El Nido.""

What is it?
El Nido, Palawan has one of the most diverse and highly protected ecosystems in the country. It is known for its unique flora and fauna, and towering geological limestone formations.

Fun Fact:
El Nido has 50 white sand beaches for you to choose from, and 813 species of fish for you to meet.

Photo by / Headline by:
Miguel Teotico / Rachel Teotico ",3.0,The Philippines's cover photo
18,240054519398747_617028238368038,"Where is it?
El Nido, Palawan

How to Get There:
""Fly from Manila to El Nido.

Or fly from Manila to Puerto Princesa, then take a bus to El Nido.""

What is it?
El Nido, Palawan has one of the most diverse and highly protected ecosystems in the country. It is known for its unique flora and fauna, and towering geological limestone formations.

Fun Fact:
El Nido has 50 white sand beaches for you to choose from, and 813 species of fish for you to meet.

Photo by / Headline by:
Miguel Teotico / Rachel Teotico ",,The Philippines's cover photo
19,240054519398747_617028238368038,"Where is it?
El Nido, Palawan

How to Get There:
""Fly from Manila to El Nido.

Or fly from Manila to Puerto Princesa, then take a bus to El Nido.""

What is it?
El Nido, Palawan has one of the most diverse and highly protected ecosystems in the country. It is known for its unique flora and fauna, and towering geological limestone formations.

Fun Fact:
El Nido has 50 white sand beaches for you to choose from, and 813 species of fish for you to meet.

Photo by / Headline by:
Miguel Teotico / Rachel Teotico ",,The Philippines's cover photo
20,240054519398747_479794262091437,"Get ready for season 27 of Survivor... in Palaui Island, Cagayan Valley! After Survivor Caramoan, the show will continue to shoot the next season in the Philippines, this time moving up north. Exciting noh? Click on the link to read the good news, and share with your friends!

Photo taken from boyetstour.blogspot.com
http://www.realityblurred.com/realitytv/archives/survivor_27/2013_May_08_cagayan-seasons-27-28 ",2.0,Timeline Photos
21,67558139928_10150095273164929,Feel the fresh air and the magical view of Mount Dempo,3.0,Timeline Photos
22,225524117535380_965011740253277,"15 BEST Char Kway Teow In Singapore After Eating Only CKT For A Week

We traveled around Singapore to find the best char kway teow stall. Find out which ones made the cut, and which old favourites simply weren't good enough!

thesmartlocal.com/read/best-char-kway-teowWe traveled around Singapore to find the best char kway teow stall. Find out which ones made the cut, and which old favourites simply weren't good enough!",1.0,15 BEST Char Kway Teow In Singapore After Eating Only CKT For A Week
23,225524117535380_1168733986547717,"Perfetto Cafe is having a ONE FOR ONE deal for their main courses ALL DAY ANYTIME!

From unique burgers such as the Spicy Lamb Burger and Rice Burger to their signature offering the Rack of Lamb, you'll be hard pressed to find a better deal as long as you are a DBS or POSB Cardholder.

Never want to miss a post by us again?
Like TheSmartLocal.com for the latest updates!

Model: Chia De Zhong and Sean Foo ",1.0,One For One Deals For Main Courses at Perfetto Cafe
24,340785907491_10151143054602492,Korea Meteorological Administration (KMA) has released the weather forecast for Fall 2012 (September-November): http://bit.ly/PeS349,3.0,Timeline Photos
25,240054519398747_532394256831437,"Where is it? 
Boracay, Aklan

What is it?
Ah, Boracay. Need we say more? Since much has been said, raved and written about this famous four-kilometer stretch of powder white sand paradise, we would like to suggest you try the most exhilarating activity off it — cliff-diving at Ariel's Point. The highest plank is about 15 meters high, which is as high as a five-storey building. But jump off and it ends with a safe, pleasantly wet landing. 

How to get there: 
Fly from Manila to Caticlan.

Or fly from Manila to Kalibo, then take a bus to Caticlan.

Or take a boat from Manila to Caticlan.

Fun Fact: 
Not a lot of people know that Tribal Adventure Day Tours are offered on this island. These are no ordinary tours. You spend an entire day getting to know the indigenous people living In the area. The women will welcome you into their homes and even cook for your group while you learn about their history and customs. Ask around for D'Arcy Kelly. He runs the show.

Photo by/Headline by: 
Tourism Department Philippines/Donna Dimayuga ",3.0,The Philippines's cover photo
26,297751913699970_701324930009331,"The fastest train in the world is the #Shanghai Maglev. The Maglev runs nearly 19 miles from Shanghai’s Pudong International Airport to the Longyang metro station on the outskirts of Shanghai. The train hits speeds up to (267 mph) or 431 km/hr. #train #chinaWhile a new era of supersonic airplanes remains a concept, bullet trains are a reality around the world—and they're getting faster.",4.0,The 10 Fastest Trains in the World
27,225524117535380_1198073826947066,"10 Forgotten Theme Parks of Singapore's Past You Won't Believe Existed

Here are 10 theme parks in Singapore nobody born after 1990 has visited. 

http://thesmartlocal.com/read/old-theme-parksHere are 10 theme parks in Singapore nobody born after 1990 has visited. Roll back the years and visit them, from Gay World Amusement Park to Mitsukoshi Garden!",5.0,10 Forgotten Theme Parks of Singapore's Past You Won't Believe Existed
28,225524117535380_1170490159705433,"[New] 10 Malaysian Glamping Retreats To Escape Civilization Without The Field Camp Feels

Glamping [noun]: a form of camping where people do what BMT recruits do, but with an ""I'm freaking fabulous"" attitude. 

http://thesmartlocal.com/read/malaysian-glamping-retreatsWith triangular huts on top of Mt. Kinabalu or even a huge hut consists of 10 hammocks, Malaysia's the best place for glamping trips.",4.0,10 Malaysian Glamping Retreats To Escape Civilization Without The Field Camp Feels
29,433618953473105_565428596958806,"Leuwi Hejo Waterfall, Bogor, West Java.

© Ambo Reynaldi ",3.0,Timeline Photos
30,340785907491_155639254482480,"To check out more on the recipes for Korean food, please click the link! http://english.visitkorea.or.kr/enu/FO/FO_EN_Recipes.jsp?cat1=21709 ",1.0,
31,225524117535380_951426214945163,"[New + Giveaway!] 10 Reasons To Be At Quayside Isle This Christmas

Quayside Isle looks more like it belongs in California than in Singapore. With gorgeous waterfront views and festive vibes all around, it is the place to be to celebrate Christmas with your loved ones this year.

To spread more festive cheer, here's how 3 winners will walk away with Quayside Isle vouchers each worth $100! 

Step 1: Like TheSmartLocal.com on Facebook. 
Step 2: Like and share THIS announcement post on Facebook. 
Step 3: Comment on THIS Facebook post telling us why you’d like to spend Christmas at Quayside Isle!

Contest starts on 30 November 2015 and ends on 7 December 2015. Winners will be contacted on 8 December 2015.

Good luck and happy holidays! 
Quayside Isle @ Sentosa Cove

http://thesmartlocal.com/read/quayside-isleWith gorgeous waterfront views and festive vibes all around, indulge yourself at Quayside Isle in the company of your loved ones and end 2015 with a bang.",2.0,10 Reasons To Be At Quayside Isle This Christmas
32,114979501871035_882984671737177,"Congrats, Jennylyn Guarnes Saavedra from the Philippines! You won a free trip to Hong Kong. And, for those of you travelling to Hong Kong this summer, don’t forget to check out all the interesting events that are happening, such as the retro Lai Yuen theme park! http://bit.ly/1malQwt ",2.0,Timeline Photos
33,340785907491_10152659532912492,"Photos contributed by our Facebook community members. 
Click the links in the photo's description to see more of the photographer's work or to learn more about the photo's location. ",,Traveler Photos - September 2014
34,340785907491_10151151236847492,"Silla Dynasty Pavilion ""Geumjangdae"" has been restored! http://bit.ly/PBXTMW Thank you, Gyeongju Municipal Office, for bringing an establishment of great reputation and inspiration back to life!^^ ",5.0,Timeline Photos
35,225524117535380_724888967598890,"Student Exempted From Final Exams, Induces Student 'Worship'.

Hwa Chong student Koh Heer Ee knows how to beat the Singapore education system, but not everyone does. Here's how he got his fellow students bowing down to him.

#heergod

http://mustsharenews.com/hwa-chong-student-exempt-worship/Hwa Chong student Koh Heer Ee knows how to beat the Singapore education system, but not everyone does. Here's how he did it.",,"Student Exempted From Final Exams, Induces Student 'Worship' - MustShareNews.com"
36,114979501871035_203294136372904,Good morning HK fans! What’s your favorite HK snack? ;D,,
37,114979501871035_565955556773425,"Freewheelin’ in Hong Kong
Want some free kung fu tips? Head to Kung Fu Corner in Kowloon Park any Sunday, and the masters will be happy to go through a few moves with you. 
Details here: http://bit.ly/1asUJ8C ",5.0,Freewheelin’ in Hong Kong
38,67558139928_266421303446496,"Tourist arrivals to Indonesia reached 1.25 million, climbing 11.49% in first 2 months of 2012 

http://www.indonesia.travel/en/news/detail/683/tourist-arrivals-to-indonesia-reached-1-25-million-climbing-11-49-in-first-2-months-of-2012International tourist arrivals to Indonesia in the first two months of 2012 reached 1.25 million, surging 11.49% compared to the same two months last year, which recorded 1.12 million arrivals",,"Tourist arrivals to Indonesia reached 1.25 million, climbing 11.49% in first 2 months of 2012..."
39,225524117535380_1241129572641491,"We took to the streets with a very special guest, Kumar, to find out how just many people would answer correctly. The results are going to surprise you.

Watch the full video here!
https://www.youtube.com/watch?v=j8u8VAwn0uQ ",5.0,We Ask Singaporeans How Much A BTO in Singapore Costs
40,240054519398747_671825812888280,"If you love history, culture and the Philippines, then sign up for the Regional Tour Guide Training Program in Metro Manila! For one month, we’ll show you the skills you need for a successful career in tourism in the country! Just click the link below for the application form or call us (02) 459-5200 loc.  214. 

http://www.tourism.gov.ph/SitePages/Trainings.aspx ",2.0,www.tourism.gov.ph
41,225524117535380_1139264889494627,"Here's the video of the Bak Chor Mee dessert place. We spent $70 trying all their desserts and it was absolutely worth it.Non Entrée Desserts has been making waves with their imaginative and quirky desserts, such as the Rubber Ducky, Horlicks Avalanche and Bak Chor Mee. They enjoy playing on traditional food and turning them into new-aged desserts. 

If you're afraid that their food might look good but taste mediocre, fret not because we've been there and we're happy to report the desserts here taste even better than they look!

Find out the address and see more pictures here: 
eatbook.sg/non-entree-desserts-review

Follow Eatbook.sg for more food videos like this!

Model: Alicia Teng",1.0,Eatbook.sg
42,240054519398747_1063008623769995,"These two Philippine spots aren’t known for such stunning marine life but perhaps they should be. Check out what lies underneath the waters of Quezon and Pangasinan! 

http://8list.ph/team-energy-marine-life-quezon-pangasinan/Who would have guessed it?",3.0,8 Breathtaking Photos of Marine Life from Two Unlikely PH Locations
43,225524117535380_1090615514359565,"These are the 34 Restaurant And Hawker Outlets That Nearly Got One Michelin Star.

Sort of like the appetiser to the main course, before the Michelin Stars are given out, the Bib Gourmand is awarded.

Congrats to the 34 restaurants and hawker stalls to receive this. The Bib Gourmand is also known as being just one level below a Michelin Star. All these dishes are under S$45.

http://eatbook.sg/bib-gourmand-list/MICHELIN Guide awards 34 restaurants and street food outlets across 19 cuisines a Bib Gourmand, featuring Singapore's top dishes under S$45.",1.0,These are the 34 Restaurant And Hawker Outlets That Nearly Got One Michelin Star - EatBook.sg
44,225524117535380_949983868422731,"[New] 15 Spanking New Singapore Attractions That Opened Without You Knowing

Yes, our Singapore zoo is amazing and USS is pretty kickass. But there are other attractions in Singapore that deserve your love too. And we've curated all of these hidden attractions for you in a nice list which screams explore me!

Now go forth, young padawan, into the unknown.

YourSingapore wants you to invite an overseas friend anywhere in the world to Singapore, on them! Find how how you can win your friend a free trip in the article!

http://thesmartlocal.com/read/new-attractionsWe have the world's best zoo, and USS is pretty kickass. But there are other attractions in Singapore that deserve your love too. #9 is absolutely gorgeous!",5.0,15 Spanking New Singapore Attractions That Opened Without You Knowing
45,211783385560749_673889779350105,"The summer sale season will be starting from late June through July at department stores and shopping malls throughout the country in Japan.
Starting date will depends on the stores, so please check the date before you go!
Hope you could find your favorite clothes or shoes, etc. at discount prices!!
 
About Shopping in Japan: 
http://www.jnto.go.jp/eng/attractions/shopping/
https://www.jnto.go.jp/eng/attractions/shopping/01.html ",2.0,Photos from Visit Japan International's post
46,211783385560749_328258747246545,"Doesn't this look absolutely delicious?  But don't grab your fork yet, because these lifelike replicas are sample display items made from wax.  They all look so real.  Many Japanese restaurants have these kinds of sample menu items on display in front.  This makes it really easy to order even if you don't speak Japanese.  You can just take the waiter or waitress out to the display area, point at what you want, and say ""this one, please!""  This is a spaghetti restaurant display, and you can see that it has a wonderfully diverse assortment ranging from unique Japanese style spaghetti to traditional Italian selections. ",1.0,Timeline Photos
47,225524117535380_729059173848536,"NTUC Foodfare @ Kallang Wave Mall May Be The Most Interesting Food Court in Singapore.

With Foosball tables, Sport Discussion Corners and even a bar, NTUC Foodfare may just be the most interesting and family oriented food court in Singapore.

http://www.thesmartlocal.com/read/ntuc-food-fareWith Fooseball tables, Sport Discussion Corners and even a bar, NTUC Foodfare may just be the most interesting and family oriented food court in Singapore.",1.0,NTUC Foodfare @ Kallang Wave Mall May Be The Most Interesting Food Court in Singapore
48,340785907491_10152335473112492,"Entry period: May 8 (Thu) to May 18 (Sun), 2014

Name an attraction in Korea and tell us why it’s worth visiting. If you have already visited the place, give a useful tip instead.

Submit your entry here:
https://www.facebook.com/koreatourism?v=app_137541772984354

Alternate link: http://statictab.com/o343aqa

***WINNERS***
Yolande Ho*** (mini projector)
Zach Co*** (mini projector)
Marcela Alejan*** Var*** (mini projector)

Sonya *** (earphones)
Tan Hee Y*** (earphones)
Ramsay Ju*** (earphones)
ALFONSO DELG*** (earphones)
Gaëlle VIO*** (earphones)
TAN SHU H*** (earphones)
Vera *** (earphones)
Cathy Kas*** (earphones)
Melissa Seym*** (earphones)
Alicia Grinstein*** (earphones)

Note: Certain characters of the names are replaced with *** for privacy reasons. ",,Timeline Photos
49,240054519398747_419670451437152,Okay guys! We want to know what's on your tables tonight for Noche Buena! Each one gets to type one dish in the comment box below! GO! :),,
50,240054519398747_850991534971706,"Cold shower anyone? Take your pick from these 20 cool waterfalls in the PH! Don't forget to hit share!

http://www.lamudi.com.ph/journal/20-amazing-waterfalls-to-visit-this-summer/This summer season, why not skip the beach and instead head to one or two of these 20 amazing waterfalls in the Philippines.",3.0,20 Amazing Waterfalls to Visit This Summer - Lamudi Philippines Journal
51,114979501871035_588491164519864,"How to Have a Hong Kong Halloween 2013

Step 4: Party like a demon! Happy Halloween from Lan Kwai Fong – the epicentre of Asia’s most devilish Halloween celebrations! If you are in town, don your disguise, catch a broom and get on down here! If not, then see you next year! http://bit.ly/1eImnjN ",2.0,Hong Kong Halloween 2013
52,340785907491_10150160657172492,"Good morning everyone!! 뭐 해요? (meo-hae-yo?) What are you doing? We just wanted to let you know that the cherry blossoms are out! However, the rumor has it that the Yeoido Cherry Blossom Festival organizers expect the blossoms to hit their peak NEXT week!*^^* ",2.0,
53,240054519398747_796412747096252,"Where is it?
Banaue, Ifugao

How to Get There:
Take a bus bound for Banaue from Sampaloc. 

Or take a bus bound for Baguio from Cubao or Pasay, then transfer to a bus bound for Banaue.

What is it?
The Banaue Rice Terraces are 2,000 year old terraces that were carved into the mountain by the Ifugao people. 

Fun Fact:
The terraces were built mostly by hand. 

Photo by / Headline by:
George Tapan / Rachel Teotico ",3.0,The Philippines's cover photo
54,225524117535380_846338235453962,"[New] 12 Trending Singapore Food Hacks That Seem Strange But Are Actually Pure Genius

Some foods seem like they would never go together but they miraculously just do. 

#7 is a staple in America but is conspicuously missing in Singapore!

http://www.thesmartlocal.com/read/trending-food-hacksSome foods seem like they would never go together but they miraculously just do. #7 is a staple in America but is conspicuously missing in Singapore!",1.0,12 Trending Food Hacks That Seem Strange But Are Actually Pure Genius
55,340785907491_10150114782222492,"Hello Everyone! As our number of Fans grow, it's getting harder and harder to find everyone's travel questions on the wall!^^;; From now on, please send travel inquiries to our email account (english@knto.or.kr). This way, we won't miss your post and we will be able to reply a little easier! Thank you!*^^* ",,
56,1647170365552546_1867772210159026,"You won't believe what you will find in Lombok, Indonesia!

Surround yourself with the very best of Lombok, Indonesia as you explore the naturally beautiful beaches (there's even a pink beach!) and waterfalls! Don't miss out the chance to catch the breathtaking view of Mt. Rinjani!

Get your perfect itinerary planned by Lombok Experts now at Tripviss.com - https://goo.gl/sE43r3 ",3.0,"Lombok, A Dreamer's Paradise"
57,225524117535380_1014800685274382,"39 Things to Do In South Singapore That Will Surprise You

From abandoned railway stations to secret playgrounds.

http://thesmartlocal.com/read/south-things-to-doFrom abandoned railway stations to secret playgrounds, here's a list of super fun things to do in the South of Singapore. #27 is perfect for those on a budget.",5.0,39 Things to Do In South Singapore That Will Surprise You
58,211783385560749_1012958235443256,"“Hina Matsuri” or also called “Momo-no-Sekku” (Peach Festival) is a festive event held on March 3rd (some regions held on April 3rd), all over Japan.
When you are travelling Japan in March through early April, you will have a chance to see gorgeous and pretty Hina dolls display at the public spaces, hotels or your friend’s house.

Related Information;
http://www.jnto.go.jp/eng/attractions/event/traditionalevents/a70b_fes_hina.html　
http://japan-magazine.jnto.go.jp/en/1203_dolls.html　 ",2.0,Photos from Visit Japan International's post
59,114979501871035_960530250649285,"The Christmas edition of Hong Kong Pulse 3D Light Show is kicking off tonight at Tsim Sha Tsui! 
Can’t make it? Subscribe to the Discover Hong Kong YouTube channel and get a reminder to watch a live-stream of it next Wednesday: http://bit.ly/1Qv9628 ",2.0,Photos from Discover Hong Kong's post
60,240054519398747_824655197605340,"If you don't like crystal-clear water, soft cool sand, hot tropical sun, and lush natural habitats, Playa la Caleta island isn't for you. For everyone else, this island off Bataan is a dream come true! ",3.0,Timeline Photos
61,211783385560749_927470357325378,"Today is the autumnal equinox day, “Shubun-no-hi” national holiday in Japan.
During this period, we can enjoy that “Higan-bana” (literary meaning Equinox Flower in Japanese) or spider lilies blooms everywhere in Japan.
The following photos are in Kinchakuda, Hidaka City, Saitama Prefecture.
It just looks like a carpet of red flowers……

Related Information; 
http://www.jnto.go.jp/eng/indepth/cultural/experience/ab.html
http://www.jnto.go.jp/eng/location/rtg/pdf/pg-805.pdf
http://www.sainokuni-kanko.jp/eng/event.html ",3.0,Photos from Visit Japan International's post
62,67558139928_10152712694464929,The Island of Flores http://indonesia.travel/en/destination/444/the-island-of-flores #WonderfulIndonesia,3.0,Photos from Indonesia.Travel's post
63,240054519398747_768065543264306,"Did you know that aside from durian and pearls, Davao also offers world-class cheese? From fresh goat cheese to chevre to feta, they've got it! Find out more through the link. http://www.choosephilippines.com/eat/local-flavors/1240/cheese-made-in-davao/

Photo by Yedy CalaguasDavao City’s cheesy side as revealed by TV Patrol Southern Mindanao’s Vina Araneta-Pilapil.",1.0,Cheesy Davao!
64,240054519398747_517083198362543,"Dancing for peace? Why not? Ligaya Fernando-Amilbangsa has been doing it for decades, forming the Alun-Alun Dance Circle as a way of furthering unity among Muslims and Christians. Catch the Alun-Alun Dance Circle today at the Eid’l Fitr Festival in SM North Edsa! ",2.0,Timeline Photos
65,211783385560749_814308128641602,"Spring is just around the corner.
Please take a look at following pictures. You can realize it!

Related information;
http://www.jnto.go.jp/eng/arrange/essential/climate.html
http://japan-magazine.jnto.go.jp/en/1412_plumfestival.html
http://japan-magazine.jnto.go.jp/en/1202_sakura.html ",2.0,Photos from Visit Japan International's post
66,67558139928_10151173344694929,"Misool Island is a remote, tropical hideaway, one of four largest islands in the Raja Ampat archipelago, world renowned dive destination in the province of West Papua http://www.indonesia.travel/en/destination/805/pulau-misool-raja-ampat-s-spectacular-world-class-dive-destination ",3.0,Timeline Photos
67,340785907491_393028327491,"It's just good to know, right? ",,Timeline Photos
68,240054519398747_606929306044598,"Danke Germany! If you happen to be in Berlin, drop by Potsdamer Platz, one of the city's famous squares, and check out our #PHthankyou billboard. Share this with your friends or relatives in Germany! ",5.0,Timeline Photos
