,id,message+desc,class_label,name
0,114979501871035_688789527823360,"For when you need some zen time in #HongKong, there�۪s the Nan Lian Garden. http://bit.ly/1k6sF1h

Check out our Instagram page for more cool Hong Kong photos http://bit.ly/REwHTf ",,Timeline Photos
1,67558139928_10154804939569929,Struggling for beauty is truly a journey worth taking. Start off your new year by hiking to the top of Mt. Kelimutu on Flores island in East Nusa Tenggara to witness an astounding view of the sunrise at the break of dawn. #WonderfulIndonesiaMt Kelimutu National Park is the smallest among six national parks in the stretch between Bali and the Nusa Tenggara islands. Its size obviously does not matter much when it offers one of the most spectacular wonders that nature has to offer. There are three lakes on the mountain sharing the same na...,3.0,Lake Kelimutu
2,225524117535380_920296711391447,"11 Things Learned Staying At The SGD 2,000 Per Night Suite at Pan Pacific Singapore

You have a SAUNA in your room? What!?!?!

http://www.thesmartlocal.com/read/pan-pacific-singaporeHere are 11 things we learned from Pan Pacific Singapore, staying at one of the nicest hotel rooms in the country. #4 will make your jaw drop.",4.0,"11 Things Learned Staying At The SGD 2,000 Per Night Suite at Pan Pacific Singapore"
3,240054519398747_417822118288652,"In Gasan, Marinduque, they have three islands called the Tres Reyes Islands. Each island is named after the three kings of the nativity ��� Gaspar, Melchor, and Baltazar and they have great white sand beaches. 



Photo of Tres Reyes Islands taken from clickthecity.com ",3.0,Timeline Photos
4,67558139928_10154410863954929,Come and watch the festive music show as part of Lake Toba Independence Day Carnival in Parapat which four to five hours from Medan by car. http://bit.ly/2b5q8Hg #WonderfulIndonesia,2.0,Timeline Photos
5,240054519398747_815795251824668,"Spotted in Regent Street, London: a cab that appears livelier than the rest, courtesy of our Visit the Philippines 2015 ad!  Kudos to Joseph A. Samson for sending this photo! Seen our ads in your part of the globe? Snap, share and we'll show them to the world! ",,Timeline Photos
6,67558139928_254589164634650,"Bali closed on Nyepi Day, Friday 23 March 2012On Nyepi day  ��� the day for meditation and absolute silence in Bali, - which this year falls on Friday, 23 March, the entire island of Bali will be closed for 24 hours to all traffic, including air traffic. In keeping with the strict traditions of the holy day, Bali grinds to an absolute...",2.0,"Bali closed on Nyepi Day, Friday 23 March 2012	    					 | Visit Indonesia - Official Website for In"
7,67558139928_10153693802069929,"Unsure with how you can get more points to increase your chance at winning the trip to Bali, Indonesia?

Just invite your friends to create their first Wish List (5 points) after you or just share your Wish List at https://discover.indonesia.travel/ and get them to 'Like' (1 Point) it!

As simple as that! #DiscoverWonderfulIndonesia ",,Timeline Photos
8,240054519398747_790583257679201,"And he's finally here!! Welcome to the Philippines, Pope Francis! #PopeFrancisPH

http://www.rappler.com/specials/pope-francis-ph/80877-pope-francis-arrival-manila(UPDATED) The charismatic pontiff begins his packed 5-day visit to the Philippines, a predomi tly Catholic nation battered by disasters and beset with poverty and corruption",,Thousands welcome Pope Francis in the Philippines
9,211783385560749_480210112051407,"Mt. Ryuo Asian Skunk Cabbage Festival <May 25th ��� June 2nd>



Let�۪s walk along the Mt. Ryuo top marshland where white arum lily flowers bloom all over. The large breath taking panoramic scene from the mountain ropeway is also impressive. You can have fresh wild grass lunch at mountain station on the top.



Yamanouchi Town http://www.town.yamanouchi.nagano.jp/english.html



Shiga-kogen Highlands Area http://www.jnto.go.jp/eng/location/regional/nagano/sigakougen.html ",2.0,Timeline Photos
