,id,message+desc,count_food,count_events,count_nature,count_accommodation,count_attraction,count_others,class_label
5693,433618953473105_636824886485843,"Kintamani, Bali.",0.0,0.0,0.0,0.0,0.0,1.0,0.0
5694,225524117535380_1244398902314558,"10 Hotels With Private Infinity Pools Near Singapore From As Low As $209/Night 

A weekend getaway done express and budget is a weekend getaway done right. 

http://thesmartlocal.com/read/private-infinityAt these hotels, you get an infinity pool of your own!",0.0,0.0,1.0,0.0,0.0,0.0,0.0
5695,297751913699970_604653859676439,"Experience both #Shanghai and #Beijing in the Grand Shanghai and Beijing Tour! At a discount for $999, spend 11 days in the cities where you get to enjoy a wide range of attractions! Click here to learn more http://ow.ly/RDSo3 #TravelTuesday #Toursim",0.0,0.0,0.0,0.0,0.0,1.0,0.0
5696,340785907491_10154930371167492,"A regional map of free Wi-Fi and global ATM is now available at #VisitKorea website! They can be found in Travel -> Travel Basics menu. Share this information with your friends for a convenient trip!😉 

Wi-Fi Hotspots👉 http://bit.ly/2lpQa9R
Global ATMs 👉http://bit.ly/2k4UIRVA useful map guide to help to locate available Wi-Fi Hotspots and Global ATMs in Korea!",0.0,0.0,0.0,0.0,0.0,1.0,0.0
5697,225524117535380_995087813912336,"10 Best 1-for-1 Promotions In Singapore - No App, No Card, No Strings Attached 

Devastation is when you see a major discount, but its anti climatic fine print says ""members only"". Here're 10 gimmick-free deals ANYONE can kope! Free lunch exists.  

#10 is made of high paktor potential. 

http://thesmartlocal.com/read/1-for-1-promotionsIf you're looking for new things to do or food to eat, here's a list of 10 best 1-for-1 promotions, absolutely no strings attached. #6 is super worth it!",2.0,0.0,0.0,0.0,0.0,0.0,0.0
5698,106311692724981_723746700981474,"Gumuldur, lovely town on the Aegean coast of Izmir in Turkey.",0.0,0.0,0.0,0.0,0.0,1.0,0.0
5699,340785907491_10152846698252492,"The 42nd Tourism Photo Contest 2014, Honorary Mention. Sinsido, Gunsan. Photo by Park Si-cheon",0.0,0.0,0.0,0.0,1.0,0.0,0.0
5700,67558139928_400736804928,"The Netherlands has a street taken from the name of Indonesian sophisticated woman, ""RA Kartinistraat"".",0.0,0.0,0.0,0.0,0.0,1.0,0.0
5701,340785907491_142038362483986,Enter the draw for a free nights accommodation in a youth hostel in Korea.,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5702,225524117535380_1272054306215684,Find out your lucky colour and strike it BIG in blackjack this CNY!Find out your lucky colour and strike it BIG in blackjack this CNY! 💰 💰 💰,0.0,0.0,0.0,0.0,0.0,1.0,0.0
