,id,message+desc,count_food,count_events,count_nature,count_accommodation,count_attraction,count_others,class_label
17079,67558139928_501930529928,"Explore the magnificent view of Tolire Lake, North Moluccas",0.0,0.0,0.0,0.0,0.0,1.0,0.0
17080,211783385560749_575293222543095,"One of our staff members went to Oshino Hakkai in Yamanashi Pref. this weekend. The weather was perfect to enjoy Mt. Fuji!
Oshino Hakkai is the name given to the 8 ponds filled with melted snow water that has taken long time to filter through the underground layers of Mt. Fuji.
The nearby museum (Shiryokan) was a great find, not so crowded and could take the best shot of Mt. Fuji and old houses like this picture!
More information about the area:
http://www.jnto.go.jp/eng/indepth/scenic/mtfuji/fuji_03.html",0.0,0.0,0.0,0.0,1.0,0.0,0.0
17081,225524117535380_1271816219572826,"Bangkok's famous Artbox Market is coming to Marina Bay. 

GET READY!If you've been to Bangkok's Artbox Market, you would know it has delicious bites and cutesy knick-knacks galore. Now, it's coming to Singapore's Marina Bay. Prepare your purses and stomachs.

Follow Mustsharenews.com for the latest news and new happenings!

https://mustsharenews.com/bangkok-artbox-singapore/",1.0,0.0,0.0,0.0,0.0,0.0,0.0
17082,67558139928_10152082617634929,Bali's spectacular bamboo village sets new heights for barefoot luxury #WonderfulIndonesiaNestled among the lush forests of Bali is one of the island's most remarkable villages: http://cnn.it/JrTg9K,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17083,106311692724981_607025282653617,"Turkey is a perfect place for your special occasion, wedding, blessing or honeymoon.",0.0,0.0,0.0,0.0,0.0,1.0,0.0
17084,211783385560749_1010672135671866,"The Izu Peninsula in Shizuoka Prefecture is one of the most famous tourist sites in Japan with hot spring baths overlooking the mountains and sea along with delicious meals. 
How about a relaxed and soothing trip to be there travelling by trains and buses? Also try to staying at a Japanese style hot spring inn.

More Story; http://japan-magazine.jnto.go.jp/en/1602_izu.html",2.0,1.0,0.0,0.0,0.0,0.0,0.0
17085,67558139928_10153150427229929,Ada yang tahu gadis-gadis ini berasal dari provinsi mana? #PesonaIndonesia,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17086,340785907491_10153819946807492,"Entered the wrong side of the platform? Ran out of money in your transportation card? Here are top 3 #FAQ about riding on the #Seoul #Subway! If you've got a question about traveling in #Korea, let us know in the comment box and we'd select the top common questions to answer! :D 👇",0.0,0.0,0.0,0.0,1.0,0.0,0.0
17087,340785907491_10151253863827492,"Rice cake (떡, tteok). You might think of Korea’s ubiquitous glutinous rice dessert as nothing more than a tasty treat, but it’s so much more than that. Tteok is deeply ingrained into the daily lives of the Korean people. Learn more about Tteok >>>  http://bit.ly/TuUqzY",1.0,0.0,0.0,0.0,0.0,0.0,0.0
17088,114979501871035_819717071397271,"Embark on a journey to the city’s best kept gastronomic secrets, diverse dining experiences and local culture with the chefs and a hungry Hong Konger. Culinary itinerary here: http://bit.ly/16fBXUD",0.0,0.0,0.0,0.0,0.0,1.0,0.0
