,id,message+desc,count_food,count_events,count_nature,count_accommodation,count_attraction,count_others,class_label
11386,225524117535380_846459272108525,"#SupportLocal and WIN a staycation or GoProHero4!

Watch and Vote for the best local short films!

This year’s ciNE65 theme is “Believing . Home”. From 15 May to 11 Jun, vote for your favourite 3 minute film and win a GoPro Hero 4 or a hotel staycation!

Read on to find out how!

http://www.thesmartlocal.com/read/cine65-nominees-2015This year’s ciNE65 theme is “Believing . Home”. From 15 May to 11 Jun, vote for your favourite 3 minute film and win a GoPro Hero 4 or a hotel staycation!",0.0,0.0,0.0,2.0,0.0,0.0,0.0
11387,240054519398747_791919920878868,"Time for some orange picking! Head off to the quaint town of Sagada and pick your fair share of oranges in the country's first and only orange plantation. Orange you glad we've got something like this?  

http://www.choosephilippines.com/eat/local-flavors/2296/sagada-mountain-province-orange-picking/From sun-kissed to sunkist: leave the beach for a while and take a ""winter"" retreat up in Sagada's mountains, where you can go orange picking!",0.0,1.0,0.0,0.0,0.0,0.0,0.0
11388,433618953473105_544460309055635,"Nusantara flower garden, Cipanas, Jawa Barat, Indonesia

© Ari Vandy",0.0,1.0,0.0,0.0,0.0,0.0,0.0
11389,225524117535380_733564706731316,"These Korean breakdancers went ON THE ROOFTOP of the 73 story Swissotel.

1.15 will make your palms sweat just from watching.

Follow TheSmartLocal.com for amazing videos  daily.
#gamblerzcrew",0.0,0.0,0.0,0.0,0.0,1.0,0.0
11390,114979501871035_1157690500933258,Get your fill in #HongKong on a shoestring with these budget bites! http://bit.ly/2ddNUOAFuel up with our guide to the 50 best dishes and snacks in Hong Kong for $50 or less,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11391,114979501871035_350001645021799,"Hong Kong's premier performing arts event presents another line-up of top-notch orchestras, concerts, ballets, operas and dance, along with modern drama and new twists to classical favourites. The 40th Hong Kong Arts Festival 2012 is here! Visit http://www.discoverhongkong.com/eng/jsp/event-search/search-details.jsp?event_id=56185 for more info.Search events in Hong Kong.  Many seasonal events such as the Hong Kong Marathon, the Hong Kong Arts Festival, Rugby Sevens are huge in Hong Kong.  Discover the excitement that will happen in 2008. Get first hand information on upcoming events, events highlight and to search for your favourite event...",0.0,0.0,1.0,0.0,0.0,0.0,0.0
11392,106311692724981_686652888024189,"Valleys in Turkey
http://www.goturkeytourism.com/things-to-do/valleys-in-turkey.html

#Valleys #TurkeyAnatolian geography of Turkey contains a large number of valleys with its very rich nature.",0.0,0.0,0.0,0.0,0.0,1.0,0.0
11393,211783385560749_860403004032114,"You can enjoy various season or local Japanese sweet, ”Wagashi” everywhere in Japan.

Matsue City, Shimane Prefecture and Kanazawa City, Ishikawa Prefecture, both cities are famous for Wagashi and it would be possible to have an experience for making Japanese confectionery.
Do you want to try? 

Related Information;
https://www.jnto.go.jp/eng/location/regional/shimane/matsue.html
http://www.kankou-shimane.com/en/?p=4749
http://www.jnto.go.jp/eng/location/regional/ishikawa/kanazawa.html
http://www.kanazawa-kankoukyoukai.or.jp/craft-tourism/en/cooking/index.html",0.0,0.0,0.0,0.0,0.0,1.0,0.0
11394,107026329336542_632160066823163,"Hi FBians, Check out our bi-monthly publication on the land of hornbill, Sarawak. 

Happy reading...  :)",0.0,0.0,0.0,0.0,0.0,1.0,0.0
11395,114979501871035_295336097168707,Have a very merry Christmas everyone! :),0.0,0.0,1.0,0.0,0.0,0.0,0.0
11396,225524117535380_597886216965833,"Something to brighten up your weekend evening! You won't believe how far this cat was able to jump!

Follow TheSmartLocal.com for the best of the internet and Singapore daily!

Video credit: Jake Groves",0.0,0.0,0.0,0.0,0.0,1.0,0.0
